Year,CategoryRaw,week,value,short_desc,Type,five_year_avg_value
2015,PCT PLANTED,2015-05-31,47,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,43
2015,PCT PLANTED,2015-06-07,54,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,53
2015,PCT PLANTED,2015-06-14,65,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,63
2015,PCT PLANTED,2015-06-21,73,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,72
2015,PCT PLANTED,2015-06-28,82,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,82
2015,PCT PLANTED,2015-07-05,91,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,89
2015,PCT PLANTED,2015-07-12,96,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,95
2015,PCT SETTING PODS,2015-07-19,3,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,2
2015,PCT SETTING PODS,2015-07-26,11,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,10
2015,PCT SETTING PODS,2015-08-02,22,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,20
2015,PCT SETTING PODS,2015-08-09,37,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,31
2015,PCT SETTING PODS,2015-08-16,50,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,42
2015,PCT SETTING PODS,2015-08-23,65,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,57
2015,PCT SETTING PODS,2015-08-30,74,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,71
2015,PCT SETTING PODS,2015-09-06,83,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,83
2015,PCT SETTING PODS,2015-09-13,89,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,92
2015,PCT SETTING PODS,2015-09-20,93,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,97
2015,PCT SETTING PODS,2015-09-27,97,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,99
2015,PCT SETTING PODS,2015-10-04,98,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,100
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2015-07-05,3,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2015-07-12,8,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2015-07-19,18,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2015-07-26,37,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2015-08-02,53,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2015-08-09,65,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2015-08-16,76,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2015-08-23,87,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2015-08-30,92,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2015-09-06,96,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2015-09-13,99,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2015-08-30,1,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2015-09-06,5,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2015-09-13,11,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2015-09-20,23,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2015-09-27,40,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2015-10-04,52,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2015-10-11,67,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2015-10-18,80,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2015-10-25,91,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2015-11-01,95,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2015-11-08,99,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",2015-06-07,39,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",2015-06-14,50,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",2015-06-21,59,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",2015-06-28,70,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",2015-07-05,79,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",2015-07-12,87,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",2015-07-19,94,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",2015-09-27,2,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",2015-10-04,5,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",2015-10-11,9,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",2015-10-18,16,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",2015-10-25,28,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",2015-11-01,40,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",2015-11-08,53,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",2015-11-15,67,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",2015-11-22,79,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",2015-11-29,87,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2015-04-26,1,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2015-05-03,6,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2015-05-10,13,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2015-05-17,22,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2015-05-24,31,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2015-05-31,43,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2015-06-07,53,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2015-06-14,63,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2015-06-21,72,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2015-06-28,82,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2015-07-05,89,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2015-07-12,95,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2015-07-19,2,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2015-07-26,10,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2015-08-02,20,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2015-08-09,31,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2015-08-16,42,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2015-08-23,57,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2015-08-30,71,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2015-09-06,83,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2015-09-13,92,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2015-09-20,97,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2015-09-27,99,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2015,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2015-10-04,100,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2016,PCT BLOOMING,2016-07-10,5,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",Actual,7
2016,PCT BLOOMING,2016-07-17,12,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",Actual,14
2016,PCT BLOOMING,2016-07-24,23,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",Actual,29
2016,PCT BLOOMING,2016-07-31,36,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",Actual,44
2016,PCT BLOOMING,2016-08-07,47,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",Actual,58
2016,PCT BLOOMING,2016-08-14,60,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",Actual,70
2016,PCT BLOOMING,2016-08-21,75,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",Actual,82
2016,PCT BLOOMING,2016-08-28,84,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",Actual,89
2016,PCT BLOOMING,2016-09-04,92,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",Actual,94
2016,PCT BLOOMING,2016-09-11,95,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",Actual,97
2016,PCT DROPPING LEAVES,2016-09-04,1,"SOYBEANS - PROGRESS, MEASURED IN PCT DROPPING LEAVES",Actual,4
2016,PCT DROPPING LEAVES,2016-09-11,5,"SOYBEANS - PROGRESS, MEASURED IN PCT DROPPING LEAVES",Actual,9
2016,PCT DROPPING LEAVES,2016-09-18,13,"SOYBEANS - PROGRESS, MEASURED IN PCT DROPPING LEAVES",Actual,17
2016,PCT DROPPING LEAVES,2016-09-25,27,"SOYBEANS - PROGRESS, MEASURED IN PCT DROPPING LEAVES",Actual,31
2016,PCT DROPPING LEAVES,2016-10-02,36,"SOYBEANS - PROGRESS, MEASURED IN PCT DROPPING LEAVES",Actual,44
2016,PCT DROPPING LEAVES,2016-10-09,49,"SOYBEANS - PROGRESS, MEASURED IN PCT DROPPING LEAVES",Actual,59
2016,PCT DROPPING LEAVES,2016-10-16,74,"SOYBEANS - PROGRESS, MEASURED IN PCT DROPPING LEAVES",Actual,74
2016,PCT DROPPING LEAVES,2016-10-23,84,"SOYBEANS - PROGRESS, MEASURED IN PCT DROPPING LEAVES",Actual,87
2016,PCT DROPPING LEAVES,2016-10-30,93,"SOYBEANS - PROGRESS, MEASURED IN PCT DROPPING LEAVES",Actual,93
2016,PCT DROPPING LEAVES,2016-11-06,97,"SOYBEANS - PROGRESS, MEASURED IN PCT DROPPING LEAVES",Actual,97
2016,PCT EMERGED,2016-05-15,2,"SOYBEANS - PROGRESS, MEASURED IN PCT EMERGED",Actual,NA
2016,PCT EMERGED,2016-05-22,5,"SOYBEANS - PROGRESS, MEASURED IN PCT EMERGED",Actual,NA
2016,PCT EMERGED,2016-05-29,16,"SOYBEANS - PROGRESS, MEASURED IN PCT EMERGED",Actual,24
2016,PCT EMERGED,2016-06-05,24,"SOYBEANS - PROGRESS, MEASURED IN PCT EMERGED",Actual,35
2016,PCT EMERGED,2016-06-12,31,"SOYBEANS - PROGRESS, MEASURED IN PCT EMERGED",Actual,45
2016,PCT EMERGED,2016-06-19,42,"SOYBEANS - PROGRESS, MEASURED IN PCT EMERGED",Actual,56
2016,PCT EMERGED,2016-06-26,50,"SOYBEANS - PROGRESS, MEASURED IN PCT EMERGED",Actual,66
2016,PCT EMERGED,2016-07-03,66,"SOYBEANS - PROGRESS, MEASURED IN PCT EMERGED",Actual,76
2016,PCT EMERGED,2016-07-10,82,"SOYBEANS - PROGRESS, MEASURED IN PCT EMERGED",Actual,85
2016,PCT EMERGED,2016-07-17,90,"SOYBEANS - PROGRESS, MEASURED IN PCT EMERGED",Actual,93
2016,PCT EMERGED,2016-07-24,95,"SOYBEANS - PROGRESS, MEASURED IN PCT EMERGED",Actual,96
2016,PCT HARVESTED,2016-10-09,0,"SOYBEANS - PROGRESS, MEASURED IN PCT HARVESTED",Actual,6
2016,PCT HARVESTED,2016-10-16,7,"SOYBEANS - PROGRESS, MEASURED IN PCT HARVESTED",Actual,12
2016,PCT HARVESTED,2016-10-23,19,"SOYBEANS - PROGRESS, MEASURED IN PCT HARVESTED",Actual,23
2016,PCT HARVESTED,2016-10-30,36,"SOYBEANS - PROGRESS, MEASURED IN PCT HARVESTED",Actual,36
2016,PCT HARVESTED,2016-11-06,53,"SOYBEANS - PROGRESS, MEASURED IN PCT HARVESTED",Actual,48
2016,PCT HARVESTED,2016-11-13,67,"SOYBEANS - PROGRESS, MEASURED IN PCT HARVESTED",Actual,61
2016,PCT HARVESTED,2016-11-20,79,"SOYBEANS - PROGRESS, MEASURED IN PCT HARVESTED",Actual,75
2016,PCT HARVESTED,2016-11-27,85,"SOYBEANS - PROGRESS, MEASURED IN PCT HARVESTED",Actual,82
2016,PCT PLANTED,2016-05-01,3,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,4
2016,PCT PLANTED,2016-05-08,6,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,9
2016,PCT PLANTED,2016-05-15,11,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,19
2016,PCT PLANTED,2016-05-22,18,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,28
2016,PCT PLANTED,2016-05-29,26,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,40
2016,PCT PLANTED,2016-06-05,35,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,50
2016,PCT PLANTED,2016-06-12,44,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,58
2016,PCT PLANTED,2016-06-19,53,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,69
2016,PCT PLANTED,2016-06-26,64,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,79
2016,PCT PLANTED,2016-07-03,78,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,87
2016,PCT PLANTED,2016-07-10,90,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,93
2016,PCT PLANTED,2016-07-17,95,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,97
2016,PCT SETTING PODS,2016-07-24,5,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,8
2016,PCT SETTING PODS,2016-07-31,12,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,18
2016,PCT SETTING PODS,2016-08-07,21,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,30
2016,PCT SETTING PODS,2016-08-14,34,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,42
2016,PCT SETTING PODS,2016-08-21,50,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,54
2016,PCT SETTING PODS,2016-08-28,65,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,66
2016,PCT SETTING PODS,2016-09-04,77,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,78
2016,PCT SETTING PODS,2016-09-11,83,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,88
2016,PCT SETTING PODS,2016-09-18,89,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,95
2016,PCT SETTING PODS,2016-09-25,92,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,98
2016,PCT SETTING PODS,2016-10-02,97,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,99
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2016-07-10,7,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2016-07-17,14,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2016-07-24,29,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2016-07-31,44,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2016-08-07,58,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2016-08-14,70,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2016-08-21,82,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2016-08-28,89,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2016-09-04,94,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2016-09-11,97,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2016-09-04,4,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2016-09-11,9,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2016-09-18,17,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2016-09-25,31,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2016-10-02,44,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2016-10-09,59,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2016-10-16,74,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2016-10-23,87,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2016-10-30,93,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
